,,name,start_date_local,type,distance,elapsed_time,moving_time,total_elevation_gain,kudos_count,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,time_of_day,average_split
y,348,UT2,2022-05-27,Rowing,12816.0,3690.0,,,,3.473170732,,,,20.0,,02:20.4
x,236,Seat racing,2022-05-25,Rowing,14741.9,7318.0,5781.0,0.0,8.0,2.55,4.636,147.7,186.0,24.3,14:35:50,
x,237,S&C,2022-05-25,WeightTraining,0.0,4408.0,4408.0,0.0,1.0,0.0,0.0,118.4,162.0,0.0,06:56:15,
x,238,3x8’ r28-32 5’ rest,2022-05-24,Rowing,0.0,2048.0,2048.0,0.0,7.0,0.0,0.0,171.5,193.0,29.8,17:07:08,
y,308,3x8’ 5’ rest r28-32,2022-05-24,Rowing,6037.0,1440.0,,,,4.192361111,,,,,,01:59.2
x,239,UT2,2022-05-23,Rowing,0.0,3724.0,3724.0,0.0,4.0,0.0,0.0,156.0,166.0,20.2,18:03:54,
x,240,S&C,2022-05-23,WeightTraining,0.0,4378.0,4378.0,0.0,2.0,0.0,0.0,127.5,167.0,0.0,07:55:42,
y,347,UT2,2022-05-23,Rowing,12993.0,3690.0,,,,3.521138211,,,,20.0,,02:18.5
x,241,Seat racing,2022-05-22,Rowing,10856.7,5296.0,4025.0,0.0,11.0,2.697,4.923,147.1,190.0,24.3,08:35:29,
x,242,Seat racing,2022-05-21,Rowing,10134.1,5171.0,3744.0,0.0,10.0,2.707,5.031,146.4,185.0,24.6,06:30:03,
x,243,UT2,2022-05-20,Rowing,0.0,3725.0,3725.0,0.0,7.0,0.0,0.0,149.8,159.0,20.0,18:12:26,
x,244,S&C,2022-05-20,WeightTraining,0.0,4645.0,4645.0,0.0,4.0,0.0,0.0,115.4,166.0,0.0,07:01:58,
y,346,UT2,2022-05-20,Rowing,13088.0,3690.0,,,,3.546883469,,,,20.0,,02:17.5
x,245,Afternoon Run,2022-05-18,Run,8170.1,2713.0,2710.0,89.0,20.0,3.015,4.248,151.3,165.0,82.2,17:59:10,
x,246,S&C,2022-05-18,WeightTraining,0.0,4786.0,4786.0,0.0,3.0,0.0,0.0,116.2,165.0,0.0,07:01:51,
y,394,,2022-05-18,Run,8170.0,2710.0,,,,3.014760148,,,,,,00:00.0
x,247,4x2k @30+ 5’ rest,2022-05-17,Rowing,0.0,2857.0,2857.0,0.0,6.0,0.0,0.0,166.3,190.0,29.6,18:21:44,
x,248,4-,2022-05-17,Rowing,8975.9,3704.0,3440.0,5.3,11.0,2.609,4.89,85.3,173.0,20.9,07:05:50,
y,307,4x2k @30+ 5’ rest,2022-05-17,Rowing,8000.0,1948.2,,,,4.106354584,,,,30.0,,02:01.7
x,249,UT2,2022-05-16,Rowing,0.0,3723.0,3723.0,0.0,5.0,0.0,0.0,147.1,159.0,20.2,18:05:41,
x,250,S&C,2022-05-16,WeightTraining,0.0,4437.0,4437.0,0.0,2.0,0.0,0.0,116.8,168.0,0.0,07:04:46,
y,345,UT2,2022-05-16,Rowing,12902.0,3690.0,,,,3.496476965,,,,20.0,,02:19.5
x,251,4-,2022-05-15,Rowing,10510.8,5658.0,3735.0,0.0,10.0,2.814,5.328,131.6,178.0,23.8,07:23:17,
x,252,Avon regatta 4+,2022-05-14,Rowing,1029.5,238.0,238.0,0.0,4.0,4.326,5.604,167.8,174.0,34.6,17:41:40,
x,253,Row up,2022-05-14,Rowing,1364.4,869.0,649.0,0.0,2.0,2.102,4.398,119.6,156.0,23.8,17:07:27,
x,254,2x final,2022-05-14,Rowing,1443.2,423.0,423.0,0.0,16.0,3.412,5.02,168.7,183.0,29.4,15:44:14,
x,255,Row up,2022-05-14,Rowing,1546.0,1208.0,693.0,0.0,4.0,2.231,6.222,137.5,161.0,19.0,15:12:34,
x,256,Avon regatta 2x,2022-05-14,Rowing,1440.1,412.0,412.0,0.0,6.0,3.495,5.43,171.5,184.0,29.6,13:46:51,
x,257,Row up,2022-05-14,Rowing,961.3,580.0,519.0,0.0,2.0,1.852,4.12,146.2,177.0,24.1,13:17:06,
x,258,8x500m 2’ rest,2022-05-13,Rowing,0.0,1752.0,1752.0,0.0,7.0,0.0,0.0,172.6,189.0,31.1,17:12:50,
x,259,S&C,2022-05-13,WeightTraining,0.0,4704.0,4704.0,0.0,5.0,0.0,0.0,124.5,168.0,0.0,06:56:00,
y,306,8x500m 2’ rest,2022-05-13,Rowing,4000.0,900.1,,,,4.443950672,,,,,,01:52.5
x,260,Evening Run,2022-05-12,Run,8105.2,2703.0,2644.0,70.0,11.0,3.066,4.012,158.2,169.0,82.8,18:06:50,
y,393,,2022-05-12,Run,8110.0,2645.0,,,,3.066162571,,,,,,00:00.0
x,261,4-,2022-05-11,Rowing,12291.4,6409.0,5211.0,0.0,4.0,2.359,4.614,130.3,176.0,22.6,14:42:46,
x,262,S&C,2022-05-11,WeightTraining,0.0,4307.0,4307.0,0.0,4.0,0.0,0.0,132.8,178.0,0.0,07:03:39,
x,263,3x10’ r20,2022-05-10,Rowing,0.0,2047.0,2047.0,0.0,5.0,0.0,0.0,175.1,193.0,20.2,17:08:13,
x,264,4-,2022-05-10,Rowing,9106.1,3718.0,3269.0,8.4,12.0,2.786,4.683,148.9,186.0,21.9,07:07:09,
y,305,3x10’ r20 r’ rest,2022-05-10,Rowing,7243.0,1800.0,,,,4.023888889,,,,20.0,,02:04.2
x,265,UT2,2022-05-09,Rowing,0.0,3726.0,3726.0,0.0,3.0,0.0,0.0,155.3,164.0,20.4,16:53:18,
x,266,S&C,2022-05-09,WeightTraining,0.0,4502.0,4502.0,0.0,3.0,0.0,0.0,126.1,177.0,0.0,06:57:17,
y,344,UT2,2022-05-09,Rowing,12733.0,3690.0,,,,3.450677507,,,,20.0,,02:21.3
x,267,4-,2022-05-07,Rowing,10001.0,4589.0,4233.0,8.5,8.0,2.363,4.45,131.1,173.0,22.7,07:25:10,
x,268,UT2,2022-05-06,Rowing,0.0,3732.0,3732.0,0.0,3.0,0.0,0.0,155.4,169.0,20.0,17:01:16,
x,269,S&C,2022-05-06,WeightTraining,0.0,5168.0,5168.0,0.0,1.0,0.0,0.0,125.6,177.0,0.0,06:57:40,
y,343,UT2,2022-05-06,Rowing,13004.0,3690.0,,,,3.524119241,,,,20.0,,02:18.4
x,270,Evening Run,2022-05-05,Run,10069.4,3326.0,3310.0,129.0,17.0,3.042,4.762,159.0,170.0,83.4,18:30:01,
x,271,4+,2022-05-05,Rowing,5283.7,2762.0,2619.0,0.0,6.0,2.017,4.094,114.2,154.0,22.3,07:15:02,
x,272,4+,2022-05-04,Rowing,6515.1,3703.0,3398.0,0.0,4.0,1.917,3.996,110.4,166.0,22.2,16:17:36,
x,273,S&C,2022-05-04,WeightTraining,0.0,3737.0,3737.0,0.0,6.0,0.0,0.0,114.8,170.0,0.0,06:56:30,
x,274,4+ B final,2022-05-02,Rowing,2032.5,487.0,487.0,0.0,7.0,4.173,5.088,179.6,190.0,33.6,13:41:53,
x,275,4+ row up,2022-05-02,Rowing,2007.7,932.0,885.0,0.0,3.0,2.269,4.589,131.3,158.0,22.5,13:19:00,
x,276,4+ AB semi,2022-05-02,Rowing,2019.6,480.0,480.0,0.0,4.0,4.207,5.134,183.1,192.0,33.5,11:34:01,
x,277,4+ row up,2022-05-02,Rowing,2002.3,1076.0,961.0,0.0,4.0,2.084,4.818,136.2,164.0,21.4,11:10:58,
x,278,4+ time trial,2022-05-02,Rowing,1665.9,397.0,397.0,0.0,4.0,4.196,5.123,175.1,185.0,32.1,08:28:19,
x,279,4+ row up,2022-05-02,Rowing,1242.8,509.0,509.0,0.0,3.0,2.442,3.895,138.4,161.0,20.1,08:03:42,
x,280,8+ B final,2022-05-01,Rowing,2064.2,468.0,468.0,0.0,7.0,4.411,6.014,178.2,185.0,34.4,16:20:44,
x,281,8+ row up,2022-05-01,Rowing,1908.7,1072.0,998.0,0.0,4.0,1.913,4.88,132.4,155.0,22.9,15:55:41,
x,282,8+ AB semi,2022-05-01,Rowing,2031.8,480.0,460.0,0.0,8.0,4.417,5.065,180.2,185.0,33.4,13:44:32,
x,283,8+ row up,2022-05-01,Rowing,1975.5,864.0,823.0,0.0,4.0,2.4,4.182,143.2,167.0,21.0,13:20:37,
x,284,8+ time trial,2022-05-01,Rowing,1630.7,373.0,373.0,0.0,5.0,4.372,5.198,175.0,181.0,32.9,11:10:02,
x,285,8+ row up,2022-05-01,Rowing,1415.8,1336.0,1094.0,0.0,2.0,1.294,4.152,118.0,160.0,21.3,10:40:01,
x,286,UT2.5,2022-04-28,Ride,0.0,3600.0,3600.0,0.0,1.0,0.0,0.0,140.5,154.0,0.0,10:19:51,
y,392,,2022-04-28,Bike,33400.0,3600.0,,,,9.277777778,,,,,,00:00.0
x,287,8+,2022-04-27,Rowing,12033.3,5669.0,4716.0,5.3,14.0,2.552,5.662,131.8,176.0,23.8,15:03:06,
x,288,4+,2022-04-27,Rowing,5465.3,2776.0,2411.0,0.0,5.0,2.267,5.458,129.4,172.0,24.0,13:29:34,
x,289,S&C,2022-04-27,WeightTraining,0.0,3865.0,3865.0,0.0,3.0,0.0,0.0,121.5,167.0,0.0,06:58:53,
x,290,S&C,2022-04-26,WeightTraining,0.0,3101.0,3101.0,0.0,2.0,0.0,0.0,134.9,181.0,0.0,18:48:46,
x,291,Morning Run,2022-04-26,Run,8414.3,2812.0,2782.0,72.0,15.0,3.025,3.856,161.6,174.0,83.5,09:34:01,
x,292,4+,2022-04-26,Rowing,4965.3,2892.0,2645.0,0.0,5.0,1.877,5.032,107.6,150.0,22.8,07:17:10,
y,391,,2022-04-26,Run,8400.0,2782.0,,,,3.019410496,,,,,,00:00.0
x,293,2k,2022-04-25,Rowing,0.0,480.0,480.0,0.0,8.0,0.0,0.0,189.0,198.0,31.3,17:20:21,
x,294,S&C,2022-04-25,WeightTraining,0.0,4817.0,4817.0,0.0,3.0,0.0,0.0,118.3,166.0,0.0,06:55:51,
y,261,2k test,2022-04-25,Rowing,2000.0,456.6,,,,4.380201489,,,,,,01:54.1
x,295,4+,2022-04-22,Rowing,4954.0,2801.0,2470.0,0.0,4.0,2.006,5.307,127.3,174.0,25.9,10:31:47,
x,296,4+,2022-04-22,Rowing,6594.5,3636.0,3336.0,0.0,2.0,1.977,3.849,105.2,146.0,21.1,07:56:55,
x,297,8+,2022-04-21,Rowing,11561.2,4583.0,4197.0,5.2,7.0,2.755,5.028,136.2,180.0,23.7,10:12:18,
x,298,4+,2022-04-21,Rowing,8331.1,4437.0,3223.0,0.0,9.0,2.585,4.374,150.2,187.0,23.2,07:55:27,
x,299,S&C,2022-04-20,WeightTraining,0.0,5176.0,5176.0,0.0,7.0,0.0,0.0,138.0,187.0,0.0,16:52:21,
x,300,2-,2022-04-20,Rowing,10142.0,4405.0,3979.0,8.4,10.0,2.549,4.35,147.9,175.0,25.2,09:41:05,
x,301,2-,2022-04-20,Rowing,8836.7,3554.0,3381.0,5.3,2.0,2.614,3.654,144.0,164.0,21.9,07:46:13,
x,302,2-,2022-04-19,Rowing,10788.9,4522.0,3828.0,5.3,9.0,2.818,4.178,145.4,172.0,25.0,09:29:09,
x,303,2-,2022-04-19,Rowing,8740.6,3610.0,3288.0,5.3,5.0,2.658,4.126,145.4,163.0,22.7,07:45:29,
x,304,S&C,2022-04-18,WeightTraining,0.0,4439.0,4439.0,0.0,3.0,0.0,0.0,120.4,169.0,0.0,16:51:00,
x,305,4+,2022-04-18,Rowing,9871.8,5416.0,3192.0,0.0,12.0,3.093,4.716,159.2,186.0,24.5,10:05:48,
x,306,4+,2022-04-18,Rowing,11711.8,6800.0,4479.0,0.0,10.0,2.615,4.626,159.0,189.0,23.8,07:56:20,
x,307,8x500m 2’ rest,2022-04-16,Rowing,0.0,1752.0,1752.0,0.0,8.0,0.0,0.0,164.9,187.0,32.0,16:52:22,
y,304,8x500m 2’ rest,2022-04-16,Rowing,4000.0,902.3,,,,4.433115372,,,,,,01:52.7
x,308,2-,2022-04-15,Rowing,6457.2,3052.0,2608.0,0.0,8.0,2.476,4.22,153.8,188.0,25.3,09:09:55,
x,309,4+,2022-04-15,Rowing,6506.0,2859.0,2733.0,0.0,5.0,2.381,4.072,122.3,150.0,21.0,07:28:50,
x,310,2-,2022-04-14,Rowing,9572.4,4238.0,3888.0,0.0,8.0,2.462,4.238,160.1,188.0,24.2,09:51:26,
x,311,4+,2022-04-14,Rowing,6561.4,3548.0,3270.0,0.0,6.0,2.007,3.804,110.6,152.0,21.5,07:48:50,
x,312,S&C,2022-04-13,WeightTraining,0.0,5119.0,5119.0,0.0,8.0,0.0,0.0,131.2,179.0,0.0,16:54:38,
x,313,4+,2022-04-13,Rowing,9835.2,4494.0,4042.0,0.0,10.0,2.433,8.329,133.4,181.0,24.5,10:02:58,
x,314,2-,2022-04-13,Rowing,8858.9,3418.0,3324.0,5.3,9.0,2.665,3.854,152.1,168.0,20.0,07:52:33,
x,315,2-,2022-04-12,Rowing,10023.1,4458.0,3832.0,0.0,7.0,2.616,4.456,156.5,179.0,22.1,10:00:12,
x,316,8+,2022-04-12,Rowing,6649.4,3165.0,2993.0,0.0,8.0,2.222,4.161,120.3,157.0,20.7,07:52:51,
x,317,S&C,2022-04-11,WeightTraining,0.0,4880.0,4880.0,0.0,7.0,0.0,0.0,128.3,177.0,0.0,16:48:46,
x,318,4+,2022-04-11,Rowing,13349.7,5720.0,5358.0,9.8,11.0,2.492,10.905,135.8,169.0,21.8,09:45:24,
x,319,4+,2022-04-11,Rowing,6625.3,3498.0,3088.0,0.0,5.0,2.145,3.808,118.8,153.0,19.3,07:37:48,
x,320,S&C,2022-04-08,WeightTraining,0.0,3315.0,3315.0,0.0,4.0,0.0,0.0,129.8,169.0,0.0,08:40:54,
x,321,UT2 2/2,2022-04-06,Ride,0.0,1810.0,1810.0,0.0,6.0,0.0,0.0,148.4,158.0,0.0,18:38:27,
x,322,UT2 1/2,2022-04-06,Rowing,0.0,1805.0,1805.0,0.0,7.0,0.0,0.0,152.1,159.0,20.2,18:06:43,
x,323,S&C,2022-04-06,WeightTraining,0.0,4521.0,4521.0,0.0,4.0,0.0,0.0,141.8,185.0,0.0,07:57:07,
y,342,UT2,2022-04-06,Rowing,6411.0,1800.0,,,,3.561666667,,,,20.0,,02:20.3
y,390,,2022-04-06,Bike,16000.0,1800.0,,,,8.888888889,,,,,,00:00.0
x,324,3x10’ r20 2’ rest,2022-04-05,Rowing,0.0,2045.0,2045.0,0.0,1.0,0.0,0.0,177.3,193.0,20.4,18:28:53,
x,325,Morning Run,2022-04-05,Run,7589.4,2805.0,2792.0,64.0,10.0,2.718,3.862,157.0,168.0,83.1,08:50:57,
y,303,3x10’ r20 2’ rest,2022-04-05,Rowing,7216.0,1800.0,,,,4.008888889,,,,20.0,,02:04.7
y,389,,2022-04-05,Run,7590.0,2792.0,,,,2.718481375,,,,,,00:00.0
x,326,UT2,2022-04-04,Rowing,0.0,3729.0,3729.0,0.0,5.0,0.0,0.0,155.0,164.0,20.1,17:18:58,
x,327,S&C,2022-04-04,WeightTraining,0.0,3499.0,3499.0,0.0,5.0,0.0,0.0,132.5,174.0,0.0,10:23:55,
y,341,UT2,2022-04-04,Rowing,12883.0,3690.0,,,,3.491327913,,,,20.0,,02:19.7
x,328,20’ test,2022-03-31,Ride,0.0,1203.0,1203.0,0.0,5.0,0.0,0.0,178.5,190.0,0.0,17:42:58,
x,329,Morning Run,2022-03-31,Run,3080.3,1260.0,1222.0,36.0,6.0,2.521,3.66,139.0,149.0,83.5,07:55:31,
y,388,20' max,2022-03-31,Bike,13442.0,1200.0,,,,11.20166667,,,,,,00:00.0
x,330,8+,2022-03-30,Rowing,11402.2,6510.0,5532.0,0.0,9.0,2.061,4.816,114.5,173.0,22.8,14:52:24,
x,331,S&C,2022-03-30,WeightTraining,0.0,3010.0,3010.0,0.0,1.0,0.0,0.0,130.5,176.0,0.0,09:31:30,
x,332,3x10 r20,2022-03-29,Rowing,0.0,2049.0,2049.0,0.0,3.0,0.0,0.0,169.9,187.0,20.3,17:19:46,
x,333,4+,2022-03-29,Rowing,6373.8,2832.0,2616.0,0.0,7.0,2.436,4.251,130.7,170.0,20.5,07:01:18,
y,302,3x10’ r20 2’ rest,2022-03-29,Rowing,7235.0,1800.0,,,,4.019444444,,,,20.0,,02:04.3
x,334,UT2,2022-03-28,Rowing,0.0,3699.0,3699.0,0.0,3.0,0.0,0.0,157.0,166.0,20.0,16:53:36,
x,335,S&C,2022-03-28,WeightTraining,0.0,3064.0,3064.0,0.0,2.0,0.0,0.0,103.2,148.0,0.0,07:56:48,
y,340,UT2,2022-03-28,Rowing,12857.0,3690.0,,,,3.484281843,,,,20.0,,02:20.0
x,336,1x,2022-03-27,Rowing,8075.1,3744.0,3595.0,0.0,4.0,2.246,3.454,128.4,162.0,16.9,09:57:30,
x,337,1x,2022-03-27,Rowing,6280.3,2982.0,2808.0,0.0,2.0,2.237,3.69,127.8,169.0,17.9,07:37:21,
x,338,Lunch Run with Tiegan,2022-03-26,Run,10067.3,3588.0,3449.0,79.0,11.0,2.919,4.745,159.8,186.0,81.8,12:00:14,
y,387,3x9’ 3’ rest,2022-03-26,Run,10060.0,1740.0,,,,5.781609195,,,,,,00:00.0
x,339,8x500m,2022-03-25,Rowing,0.0,1755.0,1755.0,0.0,3.0,0.0,0.0,168.1,187.0,30.7,17:21:07,
x,340,S&C,2022-03-25,WeightTraining,0.0,4727.0,4727.0,0.0,1.0,0.0,0.0,107.5,147.0,0.0,06:59:19,
y,301,8x500m 2’ rest,2022-03-25,Rowing,4000.0,906.1,,,,4.414523783,,,,,,01:53.2
x,341,2x,2022-03-23,Rowing,6662.9,3748.0,2805.0,0.0,9.0,2.375,4.352,145.7,178.0,20.1,14:54:22,
x,342,S&C,2022-03-23,WeightTraining,0.0,3634.0,3634.0,0.0,0.0,0.0,0.0,141.9,179.0,0.0,06:56:01,
x,343,3x10’ r20,2022-03-22,Rowing,0.0,2046.0,2046.0,0.0,4.0,0.0,0.0,172.1,188.0,20.2,17:13:00,
x,344,Morning Run,2022-03-22,Run,10066.5,3614.0,3601.0,80.0,18.0,2.795,5.496,154.6,165.0,83.7,06:38:40,
y,300,3x10' r20 2' rest,2022-03-22,Rowing,7147.0,1800.0,,,,3.970555556,,,,20.0,,02:05.9
x,345,UT2,2022-03-21,Rowing,0.0,3847.0,3847.0,0.0,5.0,0.0,0.0,152.4,163.0,20.3,17:03:56,
x,346,S&C,2022-03-21,WeightTraining,0.0,5246.0,5246.0,0.0,2.0,0.0,0.0,119.1,178.0,0.0,07:00:56,
y,339,UT2,2022-03-21,Rowing,12860.0,3690.0,,,,3.485094851,,,,20.0,,02:19.9
x,347,Afternoon Run,2022-03-20,Run,6976.3,2519.0,2492.0,65.0,9.0,2.799,7.034,149.7,177.0,82.8,15:08:48,
x,348,2x,2022-03-20,Rowing,3343.4,2810.0,1526.0,0.0,7.0,2.191,3.848,119.2,154.0,18.8,07:28:37,
x,349,2x,2022-03-19,Rowing,4627.0,3159.0,2556.0,0.0,7.0,1.81,4.286,109.5,150.0,19.3,07:19:41,
x,350,Afternoon Run,2022-03-18,Run,3476.9,1377.0,1374.0,20.0,9.0,2.53,3.283,150.0,158.0,83.3,17:58:47,
x,351,3x2k reality check,2022-03-18,Rowing,0.0,2179.0,2179.0,0.0,6.0,0.0,0.0,163.4,190.0,24.3,17:11:50,
x,352,S&C,2022-03-18,WeightTraining,0.0,4108.0,4108.0,0.0,2.0,0.0,0.0,129.4,172.0,0.0,06:55:17,
y,299,3x2k 22/24/26 rest 2’,2022-03-18,Rowing,6000.0,1452.0,,,,4.132231405,,,,24.0,,02:01.0
y,386,,2022-03-18,Run,3470.0,1374.0,,,,2.525473071,,,,,,00:00.0
x,353,1x,2022-03-16,Rowing,6339.3,2568.0,2546.0,0.0,7.0,2.49,3.624,145.2,165.0,17.5,14:54:02,
x,354,S&C,2022-03-16,WeightTraining,0.0,4214.0,4214.0,0.0,4.0,0.0,0.0,135.9,179.0,0.0,06:58:26,
x,355,10x 1’ on 1’ off @24,2022-03-15,Rowing,0.0,1149.0,1149.0,0.0,3.0,0.0,0.0,162.9,179.0,23.2,16:31:03,
x,356,Morning Run,2022-03-15,Run,10027.9,3689.0,3624.0,107.0,15.0,2.767,4.09,148.6,161.0,84.6,06:59:10,
y,298,10x 1’ on 1’ off @24,2022-03-15,Rowing,2662.0,600.0,,,,4.436666667,,,,24.0,,01:52.6
y,385,,2022-03-15,Run,10020.0,3624.0,,,,2.764900662,,,,,,00:00.0
x,357,UT2,2022-03-14,Rowing,0.0,2950.0,2950.0,0.0,4.0,0.0,0.0,150.9,162.0,19.8,17:02:39,
x,358,S&C,2022-03-14,WeightTraining,0.0,4241.0,4241.0,0.0,3.0,0.0,0.0,128.9,171.0,0.0,07:02:55,
y,338,UT2,2022-03-14,Rowing,9778.0,2700.0,,,,3.621481481,,,,20.0,,02:18.0
x,359,Morning Run,2022-03-12,Run,9218.0,3046.0,3037.0,70.0,12.0,3.035,4.953,162.2,186.0,85.2,08:26:12,
y,384,"5x 4’ on 2’ off, target pace 4:30",2022-03-12,Run,9200.0,3037.0,,,,3.029305235,,,,,,00:00.0
x,360,S&C,2022-03-11,WeightTraining,0.0,3714.0,3714.0,0.0,1.0,0.0,0.0,134.3,172.0,0.0,07:00:03,
x,361,UT2,2022-03-09,Ride,0.0,4801.0,4801.0,0.0,4.0,0.0,0.0,145.5,161.0,0.0,17:50:26,
x,362,S&C,2022-03-09,WeightTraining,0.0,4403.0,4403.0,0.0,1.0,0.0,0.0,127.7,174.0,0.0,07:00:12,
y,383,,2022-03-09,Bike,47900.0,1200.0,,,,39.91666667,,,,,,00:00.0
x,363,6x5’ r20,2022-03-08,Rowing,0.0,2410.0,2410.0,0.0,1.0,0.0,0.0,162.2,185.0,20.4,17:08:18,
x,364,Morning Run,2022-03-08,Run,8191.1,2932.0,2900.0,81.0,10.0,2.825,3.936,151.8,166.0,85.3,07:06:23,
y,297,6x5’ rate 20 2’ rest,2022-03-08,Rowing,7325.0,1800.0,,,,4.069444444,,,,20.0,,02:08.2
x,365,3x10’ on erg bike,2022-03-07,Ride,0.0,2041.0,2041.0,0.0,3.0,0.0,0.0,166.7,188.0,0.0,17:41:18,
x,366,S&C,2022-03-07,WeightTraining,0.0,3772.0,3772.0,0.0,2.0,0.0,0.0,123.7,169.0,0.0,07:02:28,
y,382,3x10' 2' rest,2022-03-07,Bike,16066.0,1800.0,,,,8.925555556,,,,,,00:00.0
x,367,30’ feet out,2022-03-06,Rowing,0.0,1807.0,1807.0,0.0,2.0,0.0,0.0,154.2,173.0,19.6,12:07:14,
x,368,UT2/3,2022-03-06,Ride,0.0,2701.0,2701.0,0.0,2.0,0.0,0.0,132.8,149.0,0.0,11:15:37,
y,337,UT2,2022-03-06,Rowing,6523.0,1800.0,,,,3.623888889,,,,20.0,,02:17.9
y,381,,2022-03-06,Bike,25100.0,2700.0,,,,9.296296296,,,,,,00:00.0
x,369,Lunch Run,2022-03-05,Run,6639.9,2185.0,2176.0,68.0,9.0,3.051,4.71,115.6,179.0,85.5,11:56:17,
y,380,"2k easy, 3k effort, 1.6k easy",2022-03-05,Run,6600.0,2176.0,,,,3.033088235,,,,,,00:00.0
x,370,10x1’,2022-03-04,Rowing,0.0,1173.0,1173.0,0.0,3.0,0.0,0.0,162.1,180.0,23.4,17:06:01,
x,371,S&C,2022-03-04,WeightTraining,0.0,4325.0,4325.0,0.0,4.0,0.0,0.0,130.4,173.0,0.0,07:01:39,
y,296,3x10' 2' rest,2022-03-04,Ride,2639.0,600.0,,,,4.398333333,,,,,,01:53.6
x,372,20’ feet out UT1,2022-03-02,Rowing,0.0,1206.0,1206.0,0.0,6.0,0.0,0.0,119.3,139.0,20.1,18:13:10,
x,373,UT2/3,2022-03-02,Ride,0.0,2412.0,2412.0,0.0,3.0,0.0,0.0,118.9,143.0,0.0,17:27:53,
x,374,S&C,2022-03-02,WeightTraining,0.0,4355.0,4355.0,0.0,7.0,0.0,0.0,133.2,179.0,0.0,07:01:01,
y,295,UT1 feet out,2022-03-02,Rowing,4467.0,1200.0,,,,3.7225,,,,,,02.14.4
y,379,,2022-03-02,Bike,22960.0,2400.0,,,,9.566666667,,,,,,00:00.0
x,375,20’ max wattbike,2022-03-01,Ride,0.0,1207.0,1207.0,0.0,2.0,0.0,0.0,169.6,188.0,0.0,17:02:37,
x,376,Morning Run,2022-03-01,Run,8016.7,3028.0,3000.0,105.0,16.0,2.672,3.68,152.5,166.0,84.5,07:20:13,
y,289,12x500m,2022-03-01,Rowing,4000.0,1384.8,,,,2.888503755,,,,,,01:55.4
y,377,,2022-03-01,Run,8000.0,3000.0,,,,2.666666667,,,,,,00:00.0
y,378,20' max,2022-03-01,Bike,13010.0,1200.0,,,,10.84166667,,,,,,00:00.0
x,377,10’,2022-02-28,Rowing,0.0,601.0,601.0,0.0,4.0,0.0,0.0,157.4,168.0,20.3,16:04:19,
x,378,UT2,2022-02-28,Ride,0.0,4201.0,4201.0,0.0,3.0,0.0,0.0,155.7,164.0,0.0,14:44:44,
x,379,S&C,2022-02-28,WeightTraining,0.0,4265.0,4265.0,0.0,3.0,0.0,0.0,124.4,167.0,0.0,07:00:30,
y,336,UT2,2022-02-28,Rowing,2235.0,600.0,,,,3.725,,,,20.0,,02:15.1
y,376,,2022-02-28,Bike,40270.0,600.0,,,,67.11666667,,,,,,00:00.0
x,380,Afternoon Run,2022-02-26,Run,6921.1,2060.0,2060.0,32.0,10.0,3.36,5.602,172.0,180.0,84.1,15:57:11,
x,381,UT2,2022-02-26,Ride,0.0,3600.0,3600.0,0.0,1.0,0.0,0.0,146.9,163.0,0.0,08:54:28,
y,374,,2022-02-26,Bike,30760.0,3600.0,,,,8.544444444,,,,,,00:00.0
y,375,,2022-02-26,Run,6920.0,2060.0,,,,3.359223301,,,,,,00:00.0
x,382,S&C,2022-02-25,WeightTraining,0.0,3593.0,3593.0,0.0,4.0,0.0,0.0,110.8,148.0,0.0,07:00:28,
x,383,Afternoon Run,2022-02-23,Run,6036.2,2135.0,2082.0,97.0,18.0,2.899,4.67,147.2,162.0,83.6,16:53:45,
x,384,S&C,2022-02-23,WeightTraining,0.0,4345.0,4345.0,0.0,3.0,0.0,0.0,131.8,180.0,0.0,07:00:07,
y,373,,2022-02-23,Run,6030.0,2082.0,,,,2.896253602,,,,,,00:00.0
x,385,3x10’ on erg bike,2022-02-22,Ride,0.0,2043.0,2043.0,0.0,2.0,0.0,0.0,166.5,188.0,0.0,15:59:06,
y,372,3x10' 2' rest,2022-02-22,Bike,15886.0,1800.0,,,,8.825555556,,,,,,00:00.0
x,386,UT2/3,2022-02-21,Ride,0.0,4801.0,4801.0,0.0,6.0,0.0,0.0,134.8,156.0,0.0,18:15:50,
x,387,S&C,2022-02-21,WeightTraining,0.0,3785.0,3785.0,0.0,3.0,0.0,0.0,126.0,171.0,0.0,07:04:41,
y,371,,2022-02-21,Bike,40000.0,1200.0,,,,33.33333333,,,,,,00:00.0
x,388,8+,2022-02-20,Rowing,15002.6,5722.0,5400.0,10.1,11.0,2.778,5.183,145.3,184.0,22.7,07:24:45,
x,389,S&C,2022-02-19,WeightTraining,0.0,4876.0,4876.0,0.0,2.0,0.0,0.0,118.1,168.0,0.0,13:59:14,
x,390,8+,2022-02-19,Rowing,9311.2,5004.0,4000.0,0.0,10.0,2.328,4.177,118.9,146.0,20.1,07:25:35,
x,391,Long time no run,2022-02-16,Run,5813.4,2192.0,2120.0,51.0,9.0,2.742,5.073,144.5,157.0,83.5,14:47:47,
x,392,S&C,2022-02-16,WeightTraining,0.0,4453.0,4453.0,0.0,4.0,0.0,0.0,127.4,182.0,0.0,07:00:35,
